Order ID,Order Date,Ship Date,Customer ID,Sales,Quantity,Profit
CA-2016-109806,9/17/2016,9/22/2016,JS-15685,73.584,2,8.2782
CA-2016-109806,9/17/2016,9/22/2016,JS-15685,6.48,1,3.1104
CA-2015-149587,1/31/2015,2/5/2015,KB-16315,12.96,2,6.2208
CA-2015-149587,1/31/2015,2/5/2015,KB-16315,53.34,3,16.5354
CA-2015-149587,1/31/2015,2/5/2015,KB-16315,32.96,2,16.1504
US-2017-109484,11/6/2017,11/12/2017,RB-19705,5.682,1,-3.788
CA-2017-161018,11/9/2017,11/11/2017,PN-18775,96.53,7,40.5426
CA-2017-157833,6/17/2017,6/20/2017,KD-16345,51.312,3,17.9592
CA-2016-149223,9/6/2016,9/11/2016,ER-13855,77.88,6,22.5852
CA-2016-158568,8/29/2016,9/2/2016,RB-19465,64.624,7,22.6184
CA-2016-158568,8/29/2016,9/2/2016,RB-19465,95.976,3,-10.7973
CA-2016-158568,8/29/2016,9/2/2016,RB-19465,1.788,3,-3.0396
CA-2016-129903,12/1/2016,12/4/2016,GZ-14470,23.92,4,11.7208
US-2015-156867,11/13/2015,11/17/2015,LC-16870,238.896,6,-26.8758
US-2015-156867,11/13/2015,11/17/2015,LC-16870,102.36,3,-3.8385
US-2015-156867,11/13/2015,11/17/2015,LC-16870,36.882,3,-25.8174
CA-2017-119004,11/23/2017,11/28/2017,JM-15250,74.112,8,17.6016
CA-2017-119004,11/23/2017,11/28/2017,JM-15250,27.992,1,2.0994
CA-2017-119004,11/23/2017,11/28/2017,JM-15250,3.304,1,1.0738
CA-2015-129476,10/15/2015,10/20/2015,PA-19060,339.96,5,67.992
CA-2017-146780,12/25/2017,12/30/2017,CV-12805,41.96,2,10.9096
CA-2016-128867,11/3/2016,11/10/2016,CL-12565,75.96,2,22.788
CA-2016-128867,11/3/2016,11/10/2016,CL-12565,27.24,6,13.3476
CA-2014-115259,8/25/2014,8/27/2014,RC-19960,40.096,14,14.5348
CA-2014-115259,8/25/2014,8/27/2014,RC-19960,4.72,2,1.652
CA-2014-115259,8/25/2014,8/27/2014,RC-19960,23.976,3,7.4925
CA-2014-115259,8/25/2014,8/27/2014,RC-19960,130.464,6,44.0316
CA-2015-110457,3/2/2015,3/6/2015,DK-13090,787.53,3,165.3813
US-2015-136476,4/5/2015,4/10/2015,GG-14650,157.794,1,-115.7156
CA-2016-103730,6/12/2016,6/15/2016,SC-20725,47.04,3,18.3456
CA-2016-103730,6/12/2016,6/15/2016,SC-20725,30.84,4,13.878
CA-2016-103730,6/12/2016,6/15/2016,SC-20725,226.56,6,63.4368
CA-2016-103730,6/12/2016,6/15/2016,SC-20725,115.02,9,51.759
CA-2016-103730,6/12/2016,6/15/2016,SC-20725,68.04,7,19.7316
US-2014-152030,12/26/2014,12/28/2014,AD-10180,600.558,3,-8.5794
US-2014-134614,9/20/2014,9/25/2014,PF-19165,617.7,6,-407.682
US-2017-107272,11/5/2017,11/12/2017,TS-21610,2.388,2,-1.8308
US-2017-107272,11/5/2017,11/12/2017,TS-21610,243.992,7,30.499
US-2016-125969,11/6/2016,11/10/2016,LS-16975,81.424,2,-9.1602
US-2016-125969,11/6/2016,11/10/2016,LS-16975,238.56,3,26.2416
US-2017-164147,2/2/2017,2/5/2017,DW-13585,59.97,5,-11.994
US-2017-164147,2/2/2017,2/5/2017,DW-13585,78.304,2,29.364
US-2017-164147,2/2/2017,2/5/2017,DW-13585,21.456,9,6.9732
CA-2016-145583,10/13/2016,10/19/2016,LC-16885,20.04,3,9.6192
CA-2016-145583,10/13/2016,10/19/2016,LC-16885,35.44,1,16.6568
CA-2016-145583,10/13/2016,10/19/2016,LC-16885,11.52,4,3.456
CA-2016-145583,10/13/2016,10/19/2016,LC-16885,4.02,2,1.9698
CA-2016-145583,10/13/2016,10/19/2016,LC-16885,76.176,3,26.6616
CA-2016-145583,10/13/2016,10/19/2016,LC-16885,65.88,6,18.4464
CA-2016-145583,10/13/2016,10/19/2016,LC-16885,43.12,14,20.6976
CA-2016-110366,9/5/2016,9/7/2016,JD-15895,82.8,2,10.35
CA-2017-106180,9/18/2017,9/23/2017,SH-19975,8.82,3,2.3814
CA-2017-106180,9/18/2017,9/23/2017,SH-19975,10.86,3,5.1042
CA-2017-106180,9/18/2017,9/23/2017,SH-19975,143.7,3,68.976
CA-2017-155376,12/22/2017,12/27/2017,SG-20080,839.43,3,218.2518
CA-2015-110744,9/7/2015,9/12/2015,HA-14920,671.93,7,20.1579
CA-2014-110072,10/22/2014,10/28/2014,MG-17680,93.888,4,12.9096
CA-2016-114489,12/5/2016,12/9/2016,JE-16165,384.45,11,103.8015
CA-2016-114489,12/5/2016,12/9/2016,JE-16165,149.97,3,5.9988
CA-2016-114489,12/5/2016,12/9/2016,JE-16165,1951.84,8,585.552
CA-2016-114489,12/5/2016,12/9/2016,JE-16165,171.55,5,80.6285
CA-2016-158834,3/13/2016,3/16/2016,TW-21025,157.92,5,17.766
CA-2016-158834,3/13/2016,3/16/2016,TW-21025,203.184,2,15.2388
CA-2015-124919,5/31/2015,6/2/2015,SP-20650,58.38,7,26.271
CA-2015-124919,5/31/2015,6/2/2015,SP-20650,105.52,4,48.5392
CA-2015-124919,5/31/2015,6/2/2015,SP-20650,80.88,6,21.0288
CA-2015-118948,5/28/2015,6/3/2015,NK-18490,6.63,3,1.7901
CA-2014-104269,3/1/2014,3/6/2014,DB-13060,457.568,2,51.4764
CA-2016-114104,11/20/2016,11/24/2016,NP-18670,14.62,2,6.8714
CA-2016-114104,11/20/2016,11/24/2016,NP-18670,944.93,7,236.2325
CA-2016-162733,5/11/2016,5/12/2016,TT-21070,5.98,1,2.691
CA-2015-119697,12/28/2015,12/31/2015,EM-13960,54.384,2,1.3596
CA-2016-154508,11/16/2016,11/20/2016,RD-19900,28.4,5,13.348
CA-2016-113817,11/7/2016,11/11/2016,MJ-17740,27.68,2,9.688
CA-2014-139892,9/8/2014,9/12/2014,BM-11140,9.936,3,2.7324
CA-2014-139892,9/8/2014,9/12/2014,BM-11140,8159.952,8,-1359.992
CA-2014-139892,9/8/2014,9/12/2014,BM-11140,275.928,3,-58.6347
CA-2014-139892,9/8/2014,9/12/2014,BM-11140,1740.06,9,-24.858
CA-2014-139892,9/8/2014,9/12/2014,BM-11140,32.064,6,6.8136
CA-2014-139892,9/8/2014,9/12/2014,BM-11140,177.98,5,-453.849
CA-2014-139892,9/8/2014,9/12/2014,BM-11140,143.976,3,8.9985
CA-2014-118962,8/5/2014,8/9/2014,CS-12130,20.94,3,9.8418
CA-2014-118962,8/5/2014,8/9/2014,CS-12130,110.96,2,53.2608
CA-2014-118962,8/5/2014,8/9/2014,CS-12130,340.144,7,21.259
US-2014-100853,9/14/2014,9/19/2014,JB-15400,52.448,2,-131.12
US-2014-100853,9/14/2014,9/19/2014,JB-15400,20.16,4,6.552
US-2017-152366,4/21/2017,4/25/2017,SJ-20500,97.264,4,-243.16
US-2015-101511,11/21/2015,11/23/2015,JE-15745,396.802,7,-11.3372
US-2015-101511,11/21/2015,11/23/2015,JE-15745,15.88,5,-3.7715
CA-2015-137225,12/15/2015,12/19/2015,JK-15640,3.28,1,1.4104
CA-2014-166191,12/5/2014,12/9/2014,DK-13150,24.816,2,1.8612
CA-2014-166191,12/5/2014,12/9/2014,DK-13150,408.744,7,76.6395
CA-2014-158274,11/19/2014,11/24/2014,RM-19675,503.96,4,131.0296
CA-2014-158274,11/19/2014,11/24/2014,RM-19675,149.95,5,41.986
CA-2014-158274,11/19/2014,11/24/2014,RM-19675,29.0,2,7.25
CA-2016-105018,11/28/2016,12/2/2016,SK-19990,7.16,2,3.4368
CA-2014-123260,8/26/2014,8/30/2014,FM-14290,176.8,8,22.984
CA-2016-157000,7/16/2016,7/22/2016,AM-10360,37.224,3,3.7224
CA-2016-157000,7/16/2016,7/22/2016,AM-10360,20.016,3,6.255
CA-2015-102281,10/12/2015,10/14/2015,MP-17470,899.136,4,112.392
CA-2015-102281,10/12/2015,10/14/2015,MP-17470,71.76,6,20.0928
CA-2015-102281,10/12/2015,10/14/2015,MP-17470,51.84,8,24.8832
CA-2015-102281,10/12/2015,10/14/2015,MP-17470,626.352,3,46.9764
CA-2015-102281,10/12/2015,10/14/2015,MP-17470,19.9,5,6.567
CA-2015-131457,10/31/2015,11/6/2015,MZ-17515,14.28,7,6.7116
CA-2014-140004,3/21/2014,3/25/2014,CB-12025,7.408,2,1.2038
CA-2014-140004,3/21/2014,3/25/2014,CB-12025,6.048,3,1.5876
CA-2017-107720,11/6/2017,11/13/2017,VM-21685,46.26,3,12.0276
US-2017-124303,7/6/2017,7/13/2017,FH-14365,2.946,2,-2.2586
US-2017-124303,7/6/2017,7/13/2017,FH-14365,16.056,3,5.8203
CA-2017-105074,6/24/2017,6/29/2017,MB-17305,21.744,3,6.795
CA-2014-133690,8/3/2014,8/5/2014,BS-11755,218.75,2,-161.875
CA-2014-133690,8/3/2014,8/5/2014,BS-11755,2.6,1,0.2925
US-2017-116701,12/17/2017,12/21/2017,LC-17140,66.284,2,-178.9668
CA-2017-126382,6/3/2017,6/7/2017,HK-14890,35.168,7,9.6712
CA-2017-108329,12/9/2017,12/14/2017,LE-16810,444.768,4,44.4768
CA-2017-135860,12/1/2017,12/7/2017,JH-15985,83.92,4,5.8744
CA-2017-135860,12/1/2017,12/7/2017,JH-15985,131.98,2,35.6346
CA-2017-135860,12/1/2017,12/7/2017,JH-15985,15.92,4,7.4824
CA-2017-135860,12/1/2017,12/7/2017,JH-15985,52.29,9,16.2099
CA-2017-135860,12/1/2017,12/7/2017,JH-15985,91.99,1,3.6796
CA-2015-101007,2/9/2015,2/13/2015,MS-17980,20.8,2,6.5
CA-2015-146262,1/2/2015,1/9/2015,VW-21775,23.68,2,8.88
CA-2015-146262,1/2/2015,1/9/2015,VW-21775,452.45,5,-244.323
CA-2015-146262,1/2/2015,1/9/2015,VW-21775,62.982,3,-14.6958
CA-2015-146262,1/2/2015,1/9/2015,VW-21775,1188.0,9,-950.4
CA-2015-146262,1/2/2015,1/9/2015,VW-21775,89.584,2,4.4792
CA-2016-130162,10/28/2016,11/1/2016,JH-15910,93.06,6,26.0568
CA-2016-130162,10/28/2016,11/1/2016,JH-15910,302.376,3,22.6782
CA-2015-169397,12/24/2015,12/27/2015,JB-15925,5.584,2,1.8148
CA-2015-169397,12/24/2015,12/27/2015,JB-15925,22.704,6,8.2302
CA-2015-169397,12/24/2015,12/27/2015,JB-15925,19.776,4,-13.8432
CA-2015-169397,12/24/2015,12/27/2015,JB-15925,72.704,4,19.0848
CA-2015-169397,12/24/2015,12/27/2015,JB-15925,479.988,4,-383.9904
CA-2015-169397,12/24/2015,12/27/2015,JB-15925,27.168,2,2.7168
CA-2015-163055,8/9/2015,8/16/2015,DS-13180,2.2,1,0.968
CA-2015-163055,8/9/2015,8/16/2015,DS-13180,622.45,5,136.939
CA-2015-163055,8/9/2015,8/16/2015,DS-13180,21.98,1,0.2198
US-2015-145436,2/28/2015,3/4/2015,VD-21670,161.568,2,-28.2744
US-2015-145436,2/28/2015,3/4/2015,VD-21670,389.696,8,43.8408
US-2014-156216,9/13/2014,9/17/2014,EA-14035,18.648,7,-12.432
US-2017-100930,4/7/2017,4/12/2017,CS-12400,233.86,2,-102.048
US-2017-100930,4/7/2017,4/12/2017,CS-12400,620.6145,3,-248.2458
US-2017-100930,4/7/2017,4/12/2017,CS-12400,5.328,2,-3.552
US-2017-100930,4/7/2017,4/12/2017,CS-12400,258.072,3,0.0
US-2017-100930,4/7/2017,4/12/2017,CS-12400,617.976,3,-7.7247
CA-2017-160514,11/12/2017,11/16/2017,DB-13120,10.56,2,4.752
CA-2016-157749,6/4/2016,6/9/2016,KL-16645,25.92,5,9.396
CA-2016-157749,6/4/2016,6/9/2016,KL-16645,419.68,5,-356.728
CA-2016-157749,6/4/2016,6/9/2016,KL-16645,11.688,3,-4.6752
CA-2016-157749,6/4/2016,6/9/2016,KL-16645,31.984,2,11.1944
CA-2016-157749,6/4/2016,6/9/2016,KL-16645,177.225,5,-120.513
CA-2016-157749,6/4/2016,6/9/2016,KL-16645,4.044,3,-2.8308
CA-2016-157749,6/4/2016,6/9/2016,KL-16645,7.408,2,1.2038
CA-2014-131926,6/1/2014,6/6/2014,DW-13480,2001.86,7,580.5394
CA-2014-131926,6/1/2014,6/6/2014,DW-13480,166.72,2,41.68
CA-2014-131926,6/1/2014,6/6/2014,DW-13480,47.88,6,23.94
CA-2014-131926,6/1/2014,6/6/2014,DW-13480,1503.25,5,496.0725
CA-2014-131926,6/1/2014,6/6/2014,DW-13480,25.92,4,12.4416
CA-2016-154739,12/10/2016,12/15/2016,LH-17155,321.568,2,28.1372
CA-2016-145625,9/11/2016,9/17/2016,KC-16540,7.61,1,3.5767
CA-2016-145625,9/11/2016,9/17/2016,KC-16540,3347.37,13,636.0003
CA-2016-146941,12/10/2016,12/13/2016,DL-13315,80.58,6,22.5624
CA-2016-146941,12/10/2016,12/13/2016,DL-13315,361.92,4,162.864
US-2015-159982,11/28/2015,12/4/2015,DR-12880,12.132,9,-8.4924
US-2015-159982,11/28/2015,12/4/2015,DR-12880,82.368,2,-19.5624
US-2015-159982,11/28/2015,12/4/2015,DR-12880,53.92,5,4.044
US-2015-159982,11/28/2015,12/4/2015,DR-12880,647.904,6,56.6916
CA-2017-163139,12/1/2017,12/3/2017,CC-12670,20.37,3,6.9258
CA-2017-163139,12/1/2017,12/3/2017,CC-12670,221.55,3,6.6465
CA-2017-163139,12/1/2017,12/3/2017,CC-12670,17.52,5,6.132
US-2017-155299,6/8/2017,6/12/2017,Dl-13600,1.624,2,-4.466
US-2014-106992,9/19/2014,9/21/2014,SB-20290,3059.982,3,-509.997
US-2014-106992,9/19/2014,9/21/2014,SB-20290,2519.958,7,-251.9958
CA-2016-125318,6/6/2016,6/13/2016,RC-19825,328.224,4,28.7196
CA-2015-155040,11/10/2015,11/15/2015,AH-10210,79.9,2,35.156
CA-2017-136826,6/16/2017,6/20/2017,CB-12535,14.016,3,4.7304
CA-2016-111010,1/22/2016,1/28/2016,PG-18895,7.56,6,0.3024
US-2017-145366,12/9/2017,12/13/2017,CA-12310,37.208,1,-7.4416
US-2017-145366,12/9/2017,12/13/2017,CA-12310,57.576,3,21.591
CA-2017-163979,12/28/2017,1/2/2018,KH-16690,725.84,4,210.4936
CA-2015-155334,7/30/2015,7/31/2015,HA-14920,209.93,7,92.3692
CA-2015-155334,7/30/2015,7/31/2015,HA-14920,5.28,3,2.3232
CA-2015-155334,7/30/2015,7/31/2015,HA-14920,10.92,3,4.095
CA-2017-118136,9/16/2017,9/17/2017,BB-10990,8.82,2,4.0572
CA-2017-118136,9/16/2017,9/17/2017,BB-10990,5.98,1,1.5548
CA-2017-132976,10/13/2017,10/17/2017,AG-10495,11.648,2,4.0768
CA-2017-132976,10/13/2017,10/17/2017,AG-10495,18.176,4,5.9072
CA-2017-132976,10/13/2017,10/17/2017,AG-10495,59.712,6,5.9712
CA-2017-132976,10/13/2017,10/17/2017,AG-10495,24.84,3,8.694
US-2015-161991,9/26/2015,9/28/2015,SC-20725,2.08,5,-3.432
US-2015-161991,9/26/2015,9/28/2015,SC-20725,1114.4,7,376.11
CA-2015-130890,11/2/2015,11/6/2015,JO-15280,1038.84,5,51.942
CA-2015-130883,9/26/2015,10/2/2015,TB-21520,141.76,5,47.844
CA-2015-130883,9/26/2015,10/2/2015,TB-21520,239.8,5,47.96
CA-2015-130883,9/26/2015,10/2/2015,TB-21520,31.104,6,10.8864
CA-2016-112697,12/18/2016,12/20/2016,AH-10195,254.058,7,-169.372
CA-2016-112697,12/18/2016,12/20/2016,AH-10195,194.528,2,24.316
CA-2016-112697,12/18/2016,12/20/2016,AH-10195,961.48,5,-204.3145
CA-2016-110772,11/20/2016,11/24/2016,NZ-18565,19.096,7,6.6836
CA-2016-110772,11/20/2016,11/24/2016,NZ-18565,18.496,8,6.2424
CA-2016-110772,11/20/2016,11/24/2016,NZ-18565,255.984,2,54.3966
CA-2016-110772,11/20/2016,11/24/2016,NZ-18565,86.97,3,-48.7032
CA-2014-111451,12/26/2014,12/28/2014,KL-16555,300.416,8,78.8592
CA-2014-111451,12/26/2014,12/28/2014,KL-16555,230.352,3,20.1558
CA-2014-111451,12/26/2014,12/28/2014,KL-16555,218.352,3,-24.5646
CA-2014-111451,12/26/2014,12/28/2014,KL-16555,78.6,5,-62.88
CA-2014-111451,12/26/2014,12/28/2014,KL-16555,27.552,3,9.2988
CA-2016-142545,10/28/2016,11/3/2016,JD-15895,32.4,5,15.552
CA-2016-142545,10/28/2016,11/3/2016,JD-15895,1082.48,8,10.8248
CA-2016-142545,10/28/2016,11/3/2016,JD-15895,56.91,3,27.3168
CA-2016-142545,10/28/2016,11/3/2016,JD-15895,77.6,4,38.024
CA-2016-142545,10/28/2016,11/3/2016,JD-15895,14.28,1,6.5688
US-2017-152380,11/19/2017,11/23/2017,JH-15910,219.075,3,-131.445
CA-2015-144253,5/4/2015,5/9/2015,AS-10225,26.8,2,12.864
CA-2014-130960,12/30/2014,1/4/2015,KB-16600,9.84,3,2.8536
CA-2014-111003,6/1/2014,6/6/2014,CR-12625,45.48,3,20.9208
CA-2014-111003,6/1/2014,6/6/2014,CR-12625,289.2,6,83.868
CA-2017-126774,4/15/2017,4/17/2017,SH-20395,4.89,1,2.0049
CA-2016-142902,9/12/2016,9/14/2016,BP-11185,15.136,4,3.5948
CA-2016-142902,9/12/2016,9/14/2016,BP-11185,466.768,2,52.5114
CA-2016-142902,9/12/2016,9/14/2016,BP-11185,15.232,1,1.7136
CA-2016-142902,9/12/2016,9/14/2016,BP-11185,6.264,3,2.0358
CA-2014-120887,9/27/2014,10/3/2014,TS-21205,87.54,3,37.6422
CA-2014-167850,8/9/2014,8/16/2014,AG-10525,178.384,2,22.298
CA-2014-167850,8/9/2014,8/16/2014,AG-10525,15.552,3,5.4432
CA-2014-164259,12/28/2014,12/30/2014,SP-20860,99.136,4,8.6744
CA-2014-164973,11/4/2014,11/9/2014,NM-18445,135.882,1,24.1568
CA-2014-164973,11/4/2014,11/9/2014,NM-18445,3991.98,2,1995.99
CA-2014-164973,11/4/2014,11/9/2014,NM-18445,275.94,6,80.0226
CA-2014-164973,11/4/2014,11/9/2014,NM-18445,360.0,4,129.6
CA-2014-164973,11/4/2014,11/9/2014,NM-18445,43.57,1,13.071
CA-2014-156601,9/19/2014,9/24/2014,FA-14230,7.16,2,3.58
CA-2016-162138,4/23/2016,4/27/2016,GK-14620,251.52,6,81.744
CA-2016-162138,4/23/2016,4/27/2016,GK-14620,99.99,1,34.9965
CA-2017-153339,11/3/2017,11/5/2017,DJ-13510,15.992,1,0.9995
US-2016-141544,8/30/2016,9/1/2016,PO-18850,290.898,3,-67.8762
US-2016-141544,8/30/2016,9/1/2016,PO-18850,54.224,2,3.389
US-2016-141544,8/30/2016,9/1/2016,PO-18850,786.744,4,-258.5016
US-2016-141544,8/30/2016,9/1/2016,PO-18850,100.24,10,33.831
US-2016-141544,8/30/2016,9/1/2016,PO-18850,37.764,6,-27.6936
US-2016-150147,4/25/2016,4/29/2016,JL-15850,82.8,2,-20.7
US-2016-150147,4/25/2016,4/29/2016,JL-15850,20.724,2,-13.816
US-2016-150147,4/25/2016,4/29/2016,JL-15850,4.896,3,-3.4272
CA-2015-137946,9/1/2015,9/4/2015,DB-13615,4.752,1,1.6038
CA-2015-137946,9/1/2015,9/4/2015,DB-13615,959.984,2,335.9944
CA-2015-137946,9/1/2015,9/4/2015,DB-13615,14.368,4,4.49
CA-2014-129924,7/12/2014,7/17/2014,AC-10420,7.712,2,2.7956
CA-2014-129924,7/12/2014,7/17/2014,AC-10420,698.352,3,-17.4588
CA-2015-128167,6/22/2015,6/26/2015,KL-16645,4.96,4,2.3312
CA-2014-122336,4/13/2014,4/17/2014,JD-15895,17.856,4,1.116
CA-2014-122336,4/13/2014,4/17/2014,JD-15895,509.97,10,-407.976
CA-2014-122336,4/13/2014,4/17/2014,JD-15895,30.992,13,10.0724
CA-2014-122336,4/13/2014,4/17/2014,JD-15895,71.928,12,8.3916
US-2015-120712,12/20/2015,12/24/2015,CS-12130,88.8,4,-2.22
CA-2017-169901,6/15/2017,6/19/2017,CC-12550,47.976,3,4.7976
CA-2017-134306,7/8/2017,7/12/2017,TD-20995,7.56,3,3.0996
CA-2017-134306,7/8/2017,7/12/2017,TD-20995,24.56,2,11.5432
CA-2017-134306,7/8/2017,7/12/2017,TD-20995,12.96,2,4.1472
CA-2016-129714,9/1/2016,9/3/2016,AB-10060,6.79,1,2.3086
